Common Name,Scientific Name,Where_Found,Family,Family Common Name,Duration,Growth Habit,Active Growth Period,Flower Color,Foliage Color,Growth Form,Growth Rate,"Height, Mature (feet)",Low Growing Grass,Shape and Orientation,Toxicity,Drought Tolerance,Shade Tolerance,Bloom Period,Bare Root,Bulbs,Container,Corms,Cuttings,Seed,Sod,Sprigs,Tubers,Palatable Human
woodland arctic cudweed,Omalotheca sylvatica,"CAN(BC, NB, NF, NS, ON, PE, QC), FRA(SB), USA(ME, MI, NH, NY, PA, VT, WI)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
navelwort,Omphalodes,"CAN(LB, ON, QC), USA(OR, TX)",Boraginaceae,Borage family,,,,,,,,,,,,,,,,,,,,,,,,
Mexican navelwort,Omphalodes aliena,USA(TX),Boraginaceae,Borage family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
whiteflower navelwort,Omphalodes linifolia,"CAN(LB, ON), USA(OR)",Boraginaceae,Borage family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
dancing-lady orchid,Oncidium,"USA+(PR, VI), USA(FL)",Orchidaceae,Orchid family,,,,,,,,,,,,,,,,,,,,,,,,
Florida orchid,Oncidium floridanum,USA(FL),Orchidaceae,Orchid family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
oncosiphon,Oncosiphon,"USA(AZ, CA, OR)",Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,
stinknet,Oncosiphon piluliferum,"USA(AZ, CA)",Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
shrubby mayweed,Oncosiphon suffruticosum,USA(OR),Asteraceae,Aster family,Annual,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,
sainfoin,Onobrychis,"CAN(AB, BC, LB, ON, QC, SK, YT), USA(AK, CA, CO, ID, IL, MA, MN, MO, MT, NE, NJ, NM, NV, NY, OR, SD, UT, VT, WA, WI, WV, WY)",Fabaceae,Pea family,,,,,,,,,,,,,,,,,,,,,,,,
sensitive fern,Onoclea,"CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)",Dryopteridaceae,Wood Fern family,,,,,,,,,,,,,,,,,,,,,,,,
sensitive fern,Onoclea sensibilis,"CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)",Dryopteridaceae,Wood Fern family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
restharrow,Ononis,"CAN(AB), USA(CA, IL, MD, NY, OR, PA, WA)",Fabaceae,Pea family,,,,,,,,,,,,,,,,,,,,,,,,
foxtail restharrow,Ononis alopecuroides,USA(CA),Fabaceae,Pea family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
field restharrow,Ononis arvensis,"CAN(AB), USA(NY, OR)",Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
common restharrow,Ononis repens,"USA(MD, NY, OR, WA)",Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
spiny restharrow,Ononis spinosa,"USA(IL, MD, NY, PA)",Fabaceae,Pea family,Perennial,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,
cottonthistle,Onopordum,"CAN(BC, MB, NB, NS, ON, QC), USA(AL, AZ, CA, CO, CT, DC, DE, FL, IA, ID, IL, IN, KS, KY, MA, MD, MI, MN, MO, MT, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, TX, UT, VA, VT, WA, WI, WV, WY)",Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,
Scotch cottonthistle,Onopordum acanthium,"CAN(BC, MB, NB, NS, ON, QC), USA(AL, AZ, CA, CO, CT, DC, DE, FL, IA, ID, IL, IN, KS, KY, MA, MD, MI, MN, MO, MT, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, TX, UT, VA, VT, WA, WI, WV, WY)",Asteraceae,Aster family,Biennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Illyrian cottonthistle,Onopordum illyricum,USA(CA),Asteraceae,Aster family,Biennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
bull cottonthistle,Onopordum tauricum,"USA(CA, CO)",Asteraceae,Aster family,Biennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
marbleseed,Onosmodium,"CAN(AB, MB, ON, QC, SK), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, WI, WV, WY)",Boraginaceae,Borage family,,,,,,,,,,,,,,,,,,,,,,,,
soft-hair marbleseed,Onosmodium bejariense,"CAN(AB, MB, ON, QC, SK), USA(AL, AR, CO, CT, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, MT, ND, NE, NH, NM, NY, OH, OK, PA, SD, TN, TX, UT, VA, WI, WV, WY)",Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
soft-hair marbleseed,Onosmodium bejariense var. bejariense,"USA(AL, AR, IL, KY, LA, MD, OK, TN, TX)",Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
softhair marbleseed,Onosmodium bejariense var. hispidissimum,"CAN(ON, QC), USA(AL, AR, CT, IA, IL, IN, KY, LA, MD, MI, MN, MO, MS, NH, NY, OH, PA, TN, VA, WI, WV)",Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
western marbleseed,Onosmodium bejariense var. occidentale,"CAN(AB, MB, SK), USA(AL, AR, CO, GA, IA, IL, KS, KY, LA, MN, MO, MS, MT, ND, NE, NM, OK, SD, TN, TX, UT, VA, WI, WY)",Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
softhair marbleseed,Onosmodium bejariense var. subsetosum,"USA(AR, MO, OK, TN)",Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
deceptive marbleseed,Onosmodium decipiens,USA(AL),Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Heller's marbleseed,Onosmodium helleri,USA(TX),Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
wild Job's tears,Onosmodium virginianum,"USA(AL, CT, DC, DE, FL, GA, LA, MA, MD, MS, NC, NJ, NY, PA, RI, SC, VA)",Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
false goldenweed,Oonopsis,"USA(CO, KS, MT, NE, SD, WY)",Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,
Engelmann's false goldenweed,Oonopsis engelmannii,"USA(CO, KS)",Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,
leafy false goldenweed,Oonopsis foliosa,"USA(CO, WY)",Asteraceae,Aster family,Perennial,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,
leafy false goldenweed,Oonopsis foliosa var. foliosa,"USA(CO, WY)",Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,
Raven Ridge false goldenweed,Oonopsis foliosa var. monocephala,USA(CO),Asteraceae,Aster family,Perennial,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,
branched false goldenweed,Oonopsis multicaulis,"USA(MT, NE, SD, WY)",Asteraceae,Aster family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
Ward's false goldenweed,Oonopsis wardii,USA(WY),Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,
lidpod,Operculina,"USA+(PR, VI), USA(PW, TX)",Convolvulaceae,Morning-glory family,,,,,,,,,,,,,,,,,,,,,,,,
tansyleaf lidpod,Operculina pinnatifida,USA(TX),Convolvulaceae,Morning-glory family,Perennial,"Vine, Forb/herb",,,,,,,,,,,,,,,,,,,,,,
adderstongue,Ophioglossum,"CAN(BC, MB, NB, NS, ON, PE, QC), DEN(GL), FRA(SB), USA+(PR, VI)",Ophioglossaceae,Adder's-tongue family,,,,,,,,,,,,,,,,,,,,,,,,
California adderstongue,Ophioglossum californicum,"USA(CA, TX)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
bulbous adderstongue,Ophioglossum crotalophoroides,"USA(AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TN, TX)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
bulbous adderstongue,Ophioglossum crotalophoroides var. crotalophoroides,"USA(AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TN, TX)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
bulbous adderstongue,Ophioglossum crotalophoroides var. nanum,"USA(AL, FL)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
limestone adderstongue,Ophioglossum engelmannii,"USA(AL, AR, AZ, FL, GA, IL, IN, KS, KY, LA, MO, MS, NC, NE, NM, OH, OK, PA, TN, TX, VA, WV)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
least adderstongue,Ophioglossum nudicaule,"USA(AL, AR, FL, GA, HI, LA, MS, NC, OK, PW, SC, TX)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Old World adderstongue,Ophioglossum pendulum,"USA(FL, HI, PW)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Old World adderstongue,Ophioglossum pendulum ssp. pendulum,"USA(FL, HI)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
longstem adderstongue,Ophioglossum petiolatum,"USA(AL, AR, FL, GA, HI, LA, MO, MS, NC, OK, SC, TX, VA)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
large adderstongue,Ophioglossum polyphyllum,"USA(AZ, HI, TX)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
northern adderstongue,Ophioglossum pusillum,"CAN(BC, MB, NB, NS, ON, PE, QC), FRA(SB), USA(AK, CA, CT, DC, DE, IA, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NY, OH, OR, PA, RI, SD, VA, VT, WA, WI, WV, WY)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
southern adderstongue,Ophioglossum vulgatum,"USA(AL, AR, AZ, DC, DE, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Ophioglossaceae,Adder's-tongue family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
ophiopogon,Ophiopogon,USA(AR),Liliaceae,Lily family,,,,,,,,,,,,,,,,,,,,,,,,
lilyturf,Ophiopogon jaburan,USA(AR),Liliaceae,Lily family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
basketgrass,Oplismenus,"USA+(PR, VI), USA(AL, AR, FL, GA, HI, LA, MD, MO, MS, NC, OK, PW, SC, TX, VA)",Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,
Burmann's basketgrass,Oplismenus burmannii,"USA(FL, HI)",Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,
basketgrass,Oplismenus hirtellus,"USA+(PR, VI), USA(AL, AR, FL, GA, HI, LA, MD, MO, MS, NC, OK, PW, SC, TX, VA)",Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,
basketgrass,Oplismenus hirtellus ssp. setarius,"USA+(PR, VI), USA(AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TX, VA)",Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,
basketgrass,Oplismenus hirtellus ssp. undulatifolius,USA(MD),Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,
oplopanax,Oplopanax,"CAN(AB, BC, ON, YT), USA(AK, ID, MI, MT, NY, OR, WA)",Araliaceae,Ginseng family,,,,,,,,,,,,,,,,,,,,,,,,
devilsclub,Oplopanax horridus,"CAN(AB, BC, ON, YT), USA(AK, ID, MI, MT, NY, OR, WA)",Araliaceae,Ginseng family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
pricklypear,Opuntia,"CAN(AB, BC, MB, ON, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NAV, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY)",Cactaceae,Cactus family,,,,,,,,,,,,,,,,,,,,,,,,
grizzleybear pricklypear,Opuntia ×columbiana,"CAN(BC), USA(ID, OR, WA)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
bullsuckers,Opuntia ×cubensis,"USA+(PR, VI), USA(FL)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
searchlight pricklypear,Opuntia ×curvospina,"USA(AZ, CA, NV)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
pricklypear,Opuntia ×demissa,USA(CA),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
pricklypear,Opuntia ×occidentalis,USA(CA),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Rooney's pricklypear,Opuntia ×rooneyi,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
pricklypear,Opuntia ×spinosibacca,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Vasey's coastal pricklypear,Opuntia ×vaseyi,"USA(AZ, CA)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Wooton's pricklypear,Opuntia ×wootonii,USA(NM),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
chenille pricklypear,Opuntia aciculata,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
devil's-tongue,Opuntia ammophila,USA(FL),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
border pricklypear,Opuntia atrispina,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
golden pricklypear,Opuntia aurea,"USA(AZ, UT)",Cactaceae,Cactus family,Perennial,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,
Rio Grande pricklypear,Opuntia aureispina,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
devil's-tongue,Opuntia austrina,"USA(AL, FL, MS, TX)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
beavertail pricklypear,Opuntia basilaris,"USA(AZ, CA, NV, UT)",Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
beavertail pricklypear,Opuntia basilaris var. basilaris,"USA(AZ, CA, NV, UT)",Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
beavertail pricklypear,Opuntia basilaris var. brachyclada,"USA(CA, NV)",Cactaceae,Cactus family,Perennial,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,
beavertail pricklypear,Opuntia basilaris var. longiareolata,USA(AZ),Cactaceae,Cactus family,Perennial,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,
Trelease's beavertail pricklypear,Opuntia basilaris var. treleasei,USA(CA),Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
tulip pricklypear,Opuntia camanchica,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Chihuahua pricklypear,Opuntia chihuahuensis,USA(NM),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Chisos Mountain pricklypear,Opuntia chisosensis,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
dollarjoint pricklypear,Opuntia chlorotica,"USA(AZ, CA, NM, NV, UT)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
cochineal nopal cactus,Opuntia cochenillifera,"USA+(PR, VI), USA(FL, HI, PW)",Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
grassland pricklypear,Opuntia cymochila,"USA(CO, KS, NE, NM, OK, TX)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
erect pricklypear,Opuntia dillenii,"USA+(PR, VI), USA(FL, NAV, SC)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Edwards' pricklypear,Opuntia edwardsii,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
tigertongue,Opuntia ellisiana,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
cactus apple,Opuntia engelmannii,"USA(AZ, CA, LA, MO, MS, NM, NV, OK, TX, UT)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
cactus apple,Opuntia engelmannii var. cuija,USA(NM),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
cactus apple,Opuntia engelmannii var. engelmannii,"USA(AZ, CA, NM, NV, TX, UT)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
cactus apple,Opuntia engelmannii var. flavispina,USA(AZ),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
cactus apple,Opuntia engelmannii var. flexospina,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Texas pricklypear,Opuntia engelmannii var. lindheimeri,"USA(LA, MO, MS, NM, OK, TX)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
cactus apple,Opuntia engelmannii var. linguiformis,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
brittle pricklypear,Opuntia fragilis,"CAN(AB, BC, MB, ON, SK), USA(AZ, CA, CO, IA, ID, IL, KS, MI, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WI, WY)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
violet pricklypear,Opuntia gosseliniana,USA(AZ),Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
devil's-tongue,Opuntia humifusa,"CAN(ON), USA(AL, AR, CO, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, NE, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, WI, WV)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
tulip pricklypear,Opuntia laevis,USA(AZ),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
arborescent pricklypear,Opuntia leucotricha,USA(FL),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
coastal pricklypear,Opuntia littoralis,USA(CA),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
coastal pricklypear,Opuntia littoralis var. austrocalifornica,USA(CA),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
coastal pricklypear,Opuntia littoralis var. littoralis,USA(CA),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
coastal pricklypear,Opuntia littoralis var. piercei,USA(CA),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
purple pricklypear,Opuntia macrocentra,"USA(AZ, NM, TX)",Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
purple pricklypear,Opuntia macrocentra var. macrocentra,"USA(AZ, NM, TX)",Cactaceae,Cactus family,Perennial,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,
purple pricklypear,Opuntia macrocentra var. minor,USA(TX),Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
twistspine pricklypear,Opuntia macrorhiza,"USA(AR, AZ, CO, IA, ID, IL, KS, LA, MN, MO, MT, NE, NM, OH, OK, SD, TX, UT, WI, WY)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
twistspine pricklypear,Opuntia macrorhiza var. macrorhiza,"USA(AR, AZ, CO, IA, ID, IL, KS, LA, MN, MO, MT, NE, NM, OH, OK, SD, TX, UT, WI, WY)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
twistspine pricklypear,Opuntia macrorhiza var. pottsii,"USA(AZ, NM, TX)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
seashore cactus,Opuntia martiniana,"USA(AZ, UT)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
angel's-wings,Opuntia microdasys,USA(AZ),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
common pricklypear,Opuntia monacantha,"USA(AL, FL, GA, HI, LA, MS)",Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
chaparral pricklypear,Opuntia oricola,USA(CA),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
tulip pricklypear,Opuntia phaeacantha,"USA(AZ, CA, CO, KS, NM, NV, OK, SD, TX, UT)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Pinkava's pricklypear,Opuntia pinkavae,"USA(AZ, UT)",Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
El Paso pricklypear,Opuntia polyacantha var. arenaria,"USA(NM, TX)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
grizzlybear pricklypear,Opuntia polyacantha var. erinacea,"USA(AZ, CA, CO, NM, NV, UT)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
grizzlybear pricklypear,Opuntia polyacantha var. hystricina,"USA(AZ, NM)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Navajo Bridge pricklypear,Opuntia polyacantha var. nicholii,"USA(AZ, UT)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
hairspine pricklypear,Opuntia polyacantha var. polyacantha,"CAN(AB, BC, SK), USA(AZ, CA, CO, ID, KS, MO, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
cockspur pricklypear,Opuntia pusilla,"USA(AL, FL, GA, LA, MS, NC, SC, TX)",Cactaceae,Cactus family,Perennial,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,
blind pricklypear,Opuntia rufida,USA(TX),Cactaceae,Cactus family,Perennial,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,
Santa Rita pricklypear,Opuntia santa-rita,"USA(AZ, NM, TX)",Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
erect pricklypear,Opuntia stricta,"USA(AL, FL, GA, LA, MS, NC, SC, TX, VA)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
marblefruit pricklypear,Opuntia strigil,USA(TX),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
bell-flower pricklypear,Opuntia tenuiflora,USA(FL),Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
woollyjoint pricklypear,Opuntia tomentosa,USA(CA),Cactaceae,Cactus family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
Spanish lady,Opuntia triacantha,"USA+(PR, VI), USA(FL)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
turban prickly pear,Opuntia turbinata,"USA(FL, GA)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
San Antonio pricklypear,Opuntia valida,"USA(NM, TX)",Cactaceae,Cactus family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
leather-root,Orbexilum,"USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, SC, TN, TX, VA, WV)",Fabaceae,Pea family,,,,,,,,,,,,,,,,,,,,,,,,
piedmont leather-root,Orbexilum lupinellum,"USA(AL, FL, GA, NC, SC)",Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
largeleaf leather-root,Orbexilum macrophyllum,USA(NC),Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
French-grass,Orbexilum onobrychis,"USA(AR, IA, IL, IN, KY, MO, NC, OH, SC, TN, VA, WV)",Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Sampson's snakeroot,Orbexilum pedunculatum,"USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, SC, TN, TX, VA)",Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Sampson's snakeroot,Orbexilum pedunculatum var. pedunculatum,"USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, SC, TN, TX, VA)",Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Sampson's snakeroot,Orbexilum pedunculatum var. psoralioides,"USA(FL, GA, KY, MD, NC, SC, VA)",Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
singlestem leather-root,Orbexilum simplex,"USA(AL, AR, IL, LA, MS, OK, TX)",Fabaceae,Pea family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
