Common_Name,Scientific_Name,Family_Common_Name,Duration,Flower_Color,Foliage_Color,Growth_Habit,"Height,_Mature_(feet)",Toxicity,Drought_Tolerance,Shade_Tolerance,Bloom_Period,Palatable_Human
Marcus' beardtongue,Penstemon marcusii,Figwort family,Perennial,,,Forb/herb,,,,,,
tiger beardtongue,Penstemon mensarum,Figwort family,Perennial,,,Forb/herb,,,,,,
Metcalfe's beardtongue,Penstemon metcalfei,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Malheur penstemon,Penstemon miser,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Moffatt's beardtongue,Penstemon moffatii,Figwort family,Perennial,,,Forb/herb,,,,,,
Moffatt's beardtongue,Penstemon moffatii ssp. moffatii,Figwort family,Perennial,,,Forb/herb,,,,,,
Moffatt's beardtongue,Penstemon moffatii ssp. paysonii,Figwort family,Perennial,,,Forb/herb,,,,,,
Mono penstemon,Penstemon monoensis,Figwort family,Perennial,,,Forb/herb,,,,,,
cordroot beardtongue,Penstemon montanus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Central Idaho penstemon,Penstemon montanus var. idahoensis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
cordroot beardtongue,Penstemon montanus var. montanus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Mt. Moriah beardtongue,Penstemon moriahensis,Figwort family,Perennial,,,Forb/herb,,,,,,
manyflower beardtongue,Penstemon multiflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
scarlet beardtongue,Penstemon murrayanus,Figwort family,Perennial,,,Forb/herb,,,,,,
dwarf beardtongue,Penstemon nanus,Figwort family,Perennial,,,Forb/herb,,,,,,
Navajo Mountain beardtongue,Penstemon navajoa,Figwort family,Perennial,,,Forb/herb,,,,,,
New Mexico beardtongue,Penstemon neomexicanus,Figwort family,Perennial,,,Forb/herb,,,,,,
Plumas County beardtongue,Penstemon neotericus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Berry's penstemon,Penstemon newberryi ssp. berryi,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
mountain pride,Penstemon newberryi ssp. newberryi,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Sonoma penstemon,Penstemon newberryi ssp. sonomensis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
waxleaf penstemon,Penstemon nitidus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
waxleaf penstemon,Penstemon nitidus var. nitidus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
waxleaf penstemon,Penstemon nitidus var. polyphyllus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Flagstaff beardtongue,Penstemon nudiflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
Oklahoma beardtongue,Penstemon oklahomensis,Figwort family,Perennial,,,Forb/herb,,,,,,
Apache beardtongue,Penstemon oliganthus,Figwort family,Perennial,,,Forb/herb,,,,,,
coiled anther penstemon,Penstemon ophianthus,Figwort family,Perennial,,,Forb/herb,,,,,,
Osterhout's beardtongue,Penstemon osterhoutii,Figwort family,Perennial,,,Forb/herb,,,,,,
eggleaf beardtongue,Penstemon ovatus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
thickleaf beardtongue,Penstemon pachyphyllus,Figwort family,Perennial,,,Forb/herb,,,,,,
thickleaf beardtongue,Penstemon pachyphyllus var. congestus,Figwort family,Perennial,,,Forb/herb,,,,,,
mucronate penstemon,Penstemon pachyphyllus var. mucronatus,Figwort family,Perennial,,,Forb/herb,,,,,,
thickleaf beardtongue,Penstemon pachyphyllus var. pachyphyllus,Figwort family,Perennial,,,Forb/herb,,,,,,
Paiute beardtongue,Penstemon pahutensis,Figwort family,Perennial,,,Forb/herb,,,,,,
pale beardtongue,Penstemon pallidus,Figwort family,Perennial,,,Forb/herb,,,,,,
scented beardtongue,Penstemon palmeri var. eglandulosus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
scented beardtongue,Penstemon palmeri var. macranthus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Palmer's penstemon,Penstemon palmeri var. palmeri,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Inyo beardtongue,Penstemon papillatus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Parry's beardtongue,Penstemon parryi,Figwort family,Perennial,,,Forb/herb,,,,,,
Montezuma County beardtongue,Penstemon parviflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
Aquarius Plateau beardtongue,Penstemon parvus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Lone Pine beardtongue,Penstemon patens,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Payette beardtongue,Penstemon payettensis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Payson's beardtongue,Penstemon paysoniorum,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Peck's beardtongue,Penstemon peckii,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Penland's beardtongue,Penstemon penlandii,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Blue Mountain beardtongue,Penstemon pennellianus,Figwort family,Perennial,,,Forb/herb,,,,,,
Minidoka beardtongue,Penstemon perpulcher,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
closethroat beardtongue,Penstemon personatus,Figwort family,Perennial,,,Forb/herb,,,,,,
petiolate beardtongue,Penstemon petiolatus,Figwort family,Perennial,,,"Shrub, Forb/herb, Subshrub",,,,,,
pineneedle beardtongue,Penstemon pinifolius,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Pine Valley penstemon,Penstemon pinorum,Figwort family,Perennial,,,Forb/herb,,,,,,
broadleaf beardtongue,Penstemon platyphyllus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
western whiteflower beardtongue,Penstemon pratensis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
littleflower penstemon,Penstemon procerus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
pincushion beardtongue,Penstemon procerus var. aberrans,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
pincushion beardtongue,Penstemon procerus var. brachyanthus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
pincushion beardtongue,Penstemon procerus var. formosus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
pincushion beardtongue,Penstemon procerus var. modestus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
pincushion beardtongue,Penstemon procerus var. procerus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Tolmie's penstemon,Penstemon procerus var. tolmiei,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Chelan beardtongue,Penstemon pruinosus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Mt. Washington beardtongue,Penstemon pseudoparvus,Figwort family,Perennial,,,Forb/herb,,,,,,
Kaibab Plateau beardtongue,Penstemon pseudoputus,Figwort family,Perennial,,,Forb/herb,,,,,,
desert penstemon,Penstemon pseudospectabilis,Figwort family,Perennial,,,"Subshrub, Shrub, Forb/herb",,,,,,
desert beardtongue,Penstemon pseudospectabilis ssp. connatifolius,Figwort family,Perennial,,,"Subshrub, Forb/herb, Shrub",,,,,,
desert beardtongue,Penstemon pseudospectabilis ssp. pseudospectabilis,Figwort family,Perennial,,,"Shrub, Forb/herb, Subshrub",,,,,,
Kawich Range beardtongue,Penstemon pudicus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Salmon River beardtongue,Penstemon pumilus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Snow Mountain beardtongue,Penstemon purpusii,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Black River beardtongue,Penstemon putus,Figwort family,Perennial,,,Forb/herb,,,,,,
matroot penstemon,Penstemon radicosus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
lanceleaf beardtongue,Penstemon ramosus,Figwort family,Perennial,,,Forb/herb,,,,,,
Rattan's beardtongue,Penstemon rattanii,Figwort family,Perennial,,,Forb/herb,,,,,,
Santa Cruz Mountains beardtongue,Penstemon rattanii ssp. kleei,Figwort family,Perennial,,,Forb/herb,,,,,,
Rattan's beardtongue,Penstemon rattanii ssp. rattanii,Figwort family,Perennial,,,Forb/herb,,,,,,
Adobe Hills beardtongue,Penstemon retrorsus,Figwort family,Perennial,,,Forb/herb,,,,,,
Scheel Creek beardtongue,Penstemon rhizomatosus,Figwort family,Perennial,,,Forb/herb,,,,,,
cutleaf beardtongue,Penstemon richardsonii,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
cutleaf beardtongue,Penstemon richardsonii var. curtiflorus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
cutleaf beardtongue,Penstemon richardsonii var. dentatus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Richardson's penstemon,Penstemon richardsonii var. richardsonii,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Roezl's penstemon,Penstemon roezlii,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Bridge penstemon,Penstemon rostriflorus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Wassuk Range beardtongue,Penstemon rubicundus,Figwort family,Perennial,,,Forb/herb,,,,,,
cliff beardtongue,Penstemon rupicola,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
meadow beardtongue,Penstemon rydbergii var. aggregatus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
herbaceous penstemon,Penstemon rydbergii var. oreocharis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
swollen penstemon,Penstemon rydbergii var. rydbergii,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
upland beardtongue,Penstemon saxosorum,Figwort family,Perennial,,,Forb/herb,,,,,,
pinyon beardtongue,Penstemon scapoides,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
White River beardtongue,Penstemon scariosus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
White River beardtongue,Penstemon scariosus var. albifluvis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Neese's Blue Mountain beardtongue,Penstemon scariosus var. cyanomontanus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Garrett's beardtongue,Penstemon scariosus var. garrettii,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
White River beardtongue,Penstemon scariosus var. scariosus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
sidebells penstemon,Penstemon secundiflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
shortlobe penstemon,Penstemon seorsus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
littlecup beardtongue,Penstemon sepalulus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
serrulate penstemon,Penstemon serrulatus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Small's beardtongue,Penstemon smallii,Figwort family,Perennial,,,Forb/herb,,,,,,
Wallowa beardtongue,Penstemon spatulatus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
showy penstemon,Penstemon spectabilis,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
showy penstemon,Penstemon spectabilis ssp. spectabilis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
showy penstemon,Penstemon spectabilis ssp. subviscosus,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Sonoran beardtongue,Penstemon stenophyllus,Figwort family,Perennial,,,Forb/herb,,,,,,
Stephens' penstemon,Penstemon stephensii,Figwort family,Perennial,,,"Shrub, Forb/herb, Subshrub",,,,,,
Mancos penstemon,Penstemon strictiformis,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
smooth penstemon,Penstemon subglaber,Figwort family,Perennial,,,Forb/herb,,,,,,
finetooth beardtongue,Penstemon subserratus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
hackberry beardtongue,Penstemon subulatus,Figwort family,Perennial,,,Forb/herb,,,,,,
Susanville beardtongue,Penstemon sudans,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
superb beardtongue,Penstemon superbus,Figwort family,Perennial,,,Forb/herb,,,,,,
eastern whiteflower beardtongue,Penstemon tenuiflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
sharpsepal beardtongue,Penstemon tenuis,Figwort family,Perennial,,,Forb/herb,,,,,,
germander beardtongue,Penstemon teucrioides,Figwort family,Perennial,,,Forb/herb,,,,,,
Thompson's beardtongue,Penstemon thompsoniae,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Jaeger's beardtongue,Penstemon thompsoniae ssp. jaegeri,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Thompson's beardtongue,Penstemon thompsoniae ssp. thompsoniae,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Thurber's penstemon,Penstemon thurberi,Figwort family,Perennial,,,"Shrub, Subshrub",,,,,,
Tidestrom's beardtongue,Penstemon tidestromii,Figwort family,Perennial,,,Forb/herb,,,,,,
Tiehm's beardtongue,Penstemon tiehmii,Figwort family,Perennial,,,Forb/herb,,,,,,
Trinity penstemon,Penstemon tracyi,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Heller's beardtongue,Penstemon triflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
Heller's beardtongue,Penstemon triflorus ssp. integrifolius,Figwort family,Perennial,,,Forb/herb,,,,,,
Heller's beardtongue,Penstemon triflorus ssp. triflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
Riggin's penstemon,Penstemon triphyllus,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
white wand beardtongue,Penstemon tubaeflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
white wand beardtongue,Penstemon tubaeflorus var. achoreus,Figwort family,Perennial,,,Forb/herb,,,,,,
white wand beardtongue,Penstemon tubaeflorus var. tubaeflorus,Figwort family,Perennial,,,Forb/herb,,,,,,
Tushar Range beardtongue,Penstemon tusharensis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Uinta Mountain beardtongue,Penstemon uintahensis,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
oneside penstemon,Penstemon unilateralis,Figwort family,Perennial,,,Forb/herb,,,,,,
Utah penstemon,Penstemon utahensis,Figwort family,Perennial,,,Forb/herb,,,,,,
variable-color beardtongue,Penstemon versicolor,Figwort family,Perennial,,,Forb/herb,,,,,,
Front Range beardtongue,Penstemon virens,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
upright blue beardtongue,Penstemon virgatus,Figwort family,Perennial,,,Forb/herb,,,,,,
Ward's beardtongue,Penstemon wardii,Figwort family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Washington beardtongue,Penstemon washingtonensis,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Watson's penstemon,Penstemon watsonii,Figwort family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Wright's beardtongue,Penstemon wrightii,Figwort family,Perennial,,,Forb/herb,,,,,,
Yampa beardtongue,Penstemon yampaensis,Figwort family,Perennial,,,Forb/herb,,,,,,
pygmydaisy,Pentachaeta,Aster family,,,,,,,,,,
tiny pygmydaisy,Pentachaeta alsinoides,Aster family,Annual,,,Forb/herb,,,,,,
golden chaetopappa,Pentachaeta aurea,Aster family,Annual,,,Forb/herb,,,,,,
Allen's pentachaeta,Pentachaeta aurea ssp. allenii,Aster family,Annual,,,Forb/herb,,,,,,
golden chaetopappa,Pentachaeta aurea ssp. aurea,Aster family,Annual,,,Forb/herb,,,,,,
whiteray pygmydaisy,Pentachaeta bellidiflora,Aster family,Annual,,,Forb/herb,,,,,,
meager pygmydaisy,Pentachaeta exilis,Aster family,Annual,,,Forb/herb,,,,,,
meager pygmydaisy,Pentachaeta exilis ssp. aeolica,Aster family,Annual,,,Forb/herb,,,,,,
meager pygmydaisy,Pentachaeta exilis ssp. exilis,Aster family,Annual,,,Forb/herb,,,,,,
fragile pygmydaisy,Pentachaeta fragilis,Aster family,Annual,,,Forb/herb,,,,,,
Lyon's pygmydaisy,Pentachaeta lyonii,Aster family,Annual,,,Forb/herb,,,,,,
pentaglottis,Pentaglottis,Borage family,,,,,,,,,,
evergreen bugloss,Pentaglottis sempervirens,Borage family,Perennial,,,Forb/herb,,,,,,
goldback fern,Pentagramma,Maidenhair Fern family,,,,,,,,,,
pale silverback fern,Pentagramma pallida,Maidenhair Fern family,Perennial,,,Forb/herb,,,,,,
goldback fern,Pentagramma triangularis,Maidenhair Fern family,Perennial,,,Forb/herb,,,,,,
Maxon's goldback fern,Pentagramma triangularis ssp. maxonii,Maidenhair Fern family,Perennial,,,Forb/herb,,,,,,
goldback fern,Pentagramma triangularis ssp. triangularis,Maidenhair Fern family,Perennial,,,Forb/herb,,,,,,
silverback fern,Pentagramma triangularis ssp. viscosa,Maidenhair Fern family,Perennial,,,Forb/herb,,,,,,
pentalinon,Pentalinon,Dogbane family,,,,,,,,,,
hammock viper's-tail,Pentalinon luteum,Dogbane family,Perennial,,,"Vine, Shrub",,,,,,
pentas,Pentas,Madder family,,,,,,,,,,
Egyptian starcluster,Pentas lanceolata,Madder family,Perennial,,,"Subshrub, Shrub",,,,,,
penthorum,Penthorum,Stonecrop family,,,,,,,,,,
pentodon,Pentodon,Madder family,,,,,,,,,,
Hale's pentodon,Pentodon pentandrus,Madder family,Annual,,,Forb/herb,,,,,,
pentzia,Pentzia,Aster family,,,,,,,,,,
African sheepbush,Pentzia incana,Aster family,Perennial,,,Shrub,,,,,,
peperomia,Peperomia,Pepper family,,,,,,,,,,
winged peperomia,Peperomia alata,Pepper family,Perennial,,,Forb/herb,,,,,,
Jackie's saddle,Peperomia amplexicaulis,Pepper family,Annual,,,Forb/herb,,,,,,
cypress peperomia,Peperomia glabella,Pepper family,Perennial,,,Forb/herb,,,,,,
Polynesian peperomia,Peperomia humilis,Pepper family,Perennial,,,Forb/herb,,,,,,
spoonleaf peperomia,Peperomia magnoliifolia,Pepper family,Perennial,,,Forb/herb,,,,,,
baby rubberplant,Peperomia obtusifolia,Pepper family,Perennial,,,Forb/herb,,,,,,
man to man,Peperomia pellucida,Pepper family,Perennial,,,Forb/herb,,,,,,
yerba linda,Peperomia rotundifolia,Pepper family,Perennial,,,"Vine, Forb/herb",,,,,,
peraphyllum,Peraphyllum,Rose family,,,,,,,,,,
wild crab apple,Peraphyllum ramosissimum,Rose family,Perennial,,,Shrub,,,,,,
pereskia,Pereskia,Cactus family,,,,,,,,,,
Barbados shrub,Pereskia aculeata,Cactus family,Perennial,,,"Tree, Shrub, Vine",,,,,,
rose cactus,Pereskia grandifolia,Cactus family,Perennial,,,"Tree, Shrub",,,,,,
perezia,Perezia,Aster family,,,,,,,,,,
perezia,Perezia multiflora,Aster family,Annual,,,Forb/herb,,,,,,
perezia,Perezia multiflora ssp. sonchifolia,Aster family,Annual,,,Forb/herb,,,,,,
ragwort,Pericallis,Aster family,,,,,,,,,,
common ragwort,Pericallis hybrida,Aster family,"Annual, Perennial",,,Forb/herb,,,,,,
pericome,Pericome,Aster family,,,,,,,,,,
mountain tail-leaf,Pericome caudata,Aster family,Perennial,,,"Forb/herb, Subshrub",,,,,,
yampah,Perideridia,Carrot family,,,,,,,,,,
eastern yampah,Perideridia americana,Carrot family,Perennial,,,Forb/herb,,,,,,
Mother Lode yampah,Perideridia bacigalupii,Carrot family,Perennial,,,Forb/herb,,,,,,
Bolander's yampah,Perideridia bolanderi,Carrot family,Perennial,,,Forb/herb,,,,,,
Bolander's yampah,Perideridia bolanderi ssp. bolanderi,Carrot family,Perennial,,,Forb/herb,,,,,,
Bolander's yampah,Perideridia bolanderi ssp. involucrata,Carrot family,Perennial,,,Forb/herb,,,,,,
California yampah,Perideridia californica,Carrot family,Perennial,,,Forb/herb,,,,,,
western yampah,Perideridia erythrorhiza,Carrot family,Perennial,,,Forb/herb,,,,,,
common yampah,Perideridia gairdneri ssp. borealis,Carrot family,Perennial,,,Forb/herb,,,,,,
Gairdner's yampah,Perideridia gairdneri ssp. gairdneri,Carrot family,Perennial,,,Forb/herb,,,,,,
Howell's yampah,Perideridia howellii,Carrot family,Perennial,,,Forb/herb,,,,,,
Kellogg's yampah,Perideridia kelloggii,Carrot family,Perennial,,,Forb/herb,,,,,,
Lemmon's yampah,Perideridia lemmonii,Carrot family,Perennial,,,Forb/herb,,,,,,
narrowseed yampah,Perideridia leptocarpa,Carrot family,Perennial,,,Forb/herb,,,,,,
Oregon yampah,Perideridia oregana,Carrot family,Perennial,,,Forb/herb,,,,,,
Parish's yampah,Perideridia parishii ssp. latifolia,Carrot family,Perennial,,,Forb/herb,,,,,,
Parish's yampah,Perideridia parishii ssp. parishii,Carrot family,Perennial,,,Forb/herb,,,,,,
adobe yampah,Perideridia pringlei,Carrot family,Perennial,,,Forb/herb,,,,,,
perilla,Perilla,Mint family,,,,,,,,,,
beefsteakplant,Perilla frutescens,Mint family,Annual,,,Forb/herb,,,,,,
beefsteakplant,Perilla frutescens var. crispa,Mint family,Annual,,,Forb/herb,,,,,,
beefsteakplant,Perilla frutescens var. frutescens,Mint family,Annual,,,Forb/herb,,,,,,
periploca,Periploca,Milkweed family,,,,,,,,,,
silkvine,Periploca graeca,Milkweed family,Perennial,,,Vine,,,,,,
rockdaisy,Perityle,Aster family,,,,,,,,,,
bluff rockdaisy,Perityle aglossa,Aster family,Perennial,,,Subshrub,,,,,,
Ajo rockdaisy,Perityle ajoensis,Aster family,Perennial,,,"Subshrub, Forb/herb",,,,,,
lace-leaved rockdaisy,Perityle ambrosiifolia,Aster family,Perennial,,,"Forb/herb, Subshrub",,,,,,
narrow-leaved rockdaisy,Perityle angustifolia,Aster family,Perennial,,,Subshrub,,,,,,
twobristle rockdaisy,Perityle bisetosa,Aster family,Perennial,,,"Subshrub, Forb/herb",,,,,,
twobristle rockdaisy,Perityle bisetosa var. appressa,Aster family,Perennial,,,"Subshrub, Forb/herb",,,,,,
